{'nome': 'Levi da Cunha', 'email': 'levi.cunha@gmail.com', 'cpf': '863.052.791-95', 'celular': '(31) 9164-05374', 'idade': '86', 'data_nascimento': '10/05/1935', 'data_cadastro': '09/04/1969', 'status': 'válido'}
{'nome': 'Julia Azevedo', 'email': 'julia.azevedo@gmail.com', 'cpf': '928.360.571-30', 'celular': '(61) 9534-62511', 'idade': '92', 'data_nascimento': '22/08/1929', 'data_cadastro': '05/10/1952', 'status': 'válido'}
{'nome': 'Ana Júlia Silva', 'email': 'ana.silva@gmail.com', 'cpf': '497.283.601-69', 'celular': '(71) 9159-03643', 'idade': '83', 'data_nascimento': '01/03/1938', 'data_cadastro': '22/09/1970', 'status': 'válido'}
{'nome': 'Maria Alice Peixoto', 'email': 'maria.peixoto@gmail.com', 'cpf': '369.178.420-87', 'celular': '(21) 9175-63352', 'idade': '97', 'data_nascimento': '13/07/1924', 'data_cadastro': '20/06/2005', 'status': 'válido'}
{'nome': 'Clarice Costa', 'email': 'clarice.costa@gmail.com', 'cpf': '079.615.284-58', 'celular': '(31) 9154-16368', 'idade': '25', 'data_nascimento': '28/02/1996', 'data_cadastro': '06/06/2014', 'status': 'válido'}
{'nome': 'Vicente Mendes', 'email': 'vicente.mendes@gmail.com', 'cpf': '620.945.318-05', 'celular': '(11) 9642-56493', 'idade': '53', 'data_nascimento': '25/05/1968', 'data_cadastro': '10/02/1976', 'status': 'válido'}
{'nome': 'Luana Lopes', 'email': 'luana.lopes@gmail.com', 'cpf': '815.624.079-02', 'celular': '(51) 9329-71048', 'idade': '78', 'data_nascimento': '22/06//1943', 'data_cadastro': '19/09/1969', 'status': 'inválido', 'reason': ['Data de nascimento inválida: 22/06//1943 - Precisa estar no formato (dd/mm/YYYY)']}
{'nome': 'Ana Luiza Rocha', 'email': 'ana.rocha@gmail.com', 'cpf': '521.736.894-28', 'celular': '(11) 9262-49892', 'idade': '64', 'data_nascimento': '15/07/1957', 'data_cadastro': '10/04/2001', 'status': 'válido'}
{'nome': 'Benjamin Duarte', 'email': 'benjamin.duarte@gmail.com', 'cpf': '238.497.650-83', 'celular': '(61) 9907-93301', 'idade': '78', 'data_nascimento': '03/12/1943', 'data_cadastro': '20/04/2015', 'status': 'válido'}
{'nome': 'Juan Gomes', 'email': 'juan.gomes@gmail.com', 'cpf': '718.039.625-77', 'celular': '(21) 9014-69361', 'idade': '32', 'data_nascimento': '21/10/1989', 'data_cadastro': '01/03/1995', 'status': 'válido'}
{'nome': 'Ana Luiza da Mota', 'email': 'ana.mota@gmail.com', 'cpf': '597.012.643-80', 'celular': '(11) 9735-70137', 'idade': '67', 'data_nascimento': '13/07/1954', 'data_cadastro': '14/02/2002', 'status': 'válido'}
{'nome': 'Emanuelly Cavalcanti', 'email': 'emanuelly.cavalcanti@gmail.com', 'cpf': '150.273.986-03', 'celular': '(11) 9809-85657', 'idade': '76', 'data_nascimento': '05/07/1945', 'data_cadastro': '20/01/2008', 'status': 'válido'}
{'nome': 'Caroline Peixoto Cardoso', 'email': 'caroline.cardoso@gmail.com', 'cpf': '217.489.560-94', 'celular': '(51) 9729-96222', 'idade': '77', 'data_nascimento': '18/06/1944', 'data_cadastro': '27/02/2025', 'status': 'válido'}
{'nome': 'Diego Santos', 'email': 'diego.santos@gmail.com', 'cpf': '964.732.805-29', 'celular': '(31) 9574-67246', 'idade': '51', 'data_nascimento': '13/09/1970', 'data_cadastro': '08/09/1971', 'status': 'válido'}
{'nome': 'Ana Júlia Gomes', 'email': 'ana.gomes@gmail.com', 'cpf': '958.407.361-39', 'celular': '(31) 9034-27962', 'idade': '56', 'data_nascimento': '17/02/1966', 'data_cadastro': '24/02/1993', 'status': 'válido'}
{'nome': 'Laís Silva', 'email': 'lais.silva@gmail.com', 'cpf': '536.427.981-28', 'celular': '(31) 9802-58547', 'idade': '40', 'data_nascimento': '04/10/1981', 'data_cadastro': '23/12/2021', 'status': 'válido'}
{'nome': 'Renan Nogueira', 'email': 'renan.nogueira@gmail.com', 'cpf': '765.439.801-84', 'celular': '(71) 9241-09811', 'idade': '33', 'data_nascimento': '10/10/1988', 'data_cadastro': '04/04/2005', 'status': 'válido'}
{'nome': 'Levi Alves', 'email': 'levi.alves@gmail.com', 'cpf': '639.017.825-59', 'celular': '(31) 9751-13847', 'idade': '72', 'data_nascimento': '25/07/1949', 'data_cadastro': '05/02/1968', 'status': 'válido'}
{'nome': 'Davi Luiz Gomes', 'email': 'davi.gomes@gmail.com', 'cpf': '176.053.428-53', 'celular': '(41) 9487-87773', 'idade': '33', 'data_nascimento': '25/08/1988', 'data_cadastro': '17/04/2010', 'status': 'válido'}
{'nome': 'Enzo Melo', 'email': 'enzo.melo@gmail.com', 'cpf': '246.958.703-47', 'celular': '(41) 9850-63045', 'idade': '45', 'data_nascimento': '11/01/1977', 'data_cadastro': '06/09/1999', 'status': 'válido'}
{'nome': 'Alexandre Moreira', 'email': 'alexandre.moreira@gmail.com', 'cpf': '493.610.752-25', 'celular': '(61) 9532-65680', 'idade': '29', 'data_nascimento': '09/08/1992', 'data_cadastro': '07/04/2014', 'status': 'válido'}
{'nome': 'Joana Dias', 'email': 'joana.dias@gmail.com', 'cpf': '794.386.102-78', 'celular': '(31) 9522-62577', 'idade': '44', 'data_nascimento': '29/08/1977', 'data_cadastro': '19/01/1979', 'status': 'válido'}
{'nome': 'Helena Barros', 'email': 'helena.barros@gmail.com', 'cpf': '019.247.586-01', 'celular': '(71) 9101-15285', 'idade': '100', 'data_nascimento': '31/12/1921', 'data_cadastro': '10/11/2012', 'status': 'válido'}
{'nome': 'Maria Alice Lima', 'email': 'maria.lima@gmail.com', 'cpf': '895.210.436-60', 'celular': '(41) 9193-71336', 'idade': '45', 'data_nascimento': '26/12/1976', 'data_cadastro': '07/10/2020', 'status': 'válido'}
{'nome': 'Bernardo Pinto', 'email': 'bernardo.pinto@gmail.com', 'cpf': '720.946.538-38', 'celular': '(61) 9022-60111', 'idade': '93', 'data_nascimento': '05/01/1929', 'data_cadastro': '11/04/2016', 'status': 'válido'}
{'nome': 'Brenda da Rocha', 'email': 'brenda.rocha@gmail.com', 'cpf': '658.401.723-08', 'celular': '(51) 9121-52551', 'idade': '81', 'data_nascimento': '28/06/1940', 'data_cadastro': '10/06/1986', 'status': 'válido'}
{'nome': 'Kaique Pires', 'email': 'kaique.pires@gmail.com', 'cpf': '026.178.354-80', 'celular': '(21) 9015-50183', 'idade': '29', 'data_nascimento': '18/09/1992', 'data_cadastro': '07/10/2000', 'status': 'válido'}
{'nome': 'Juliana Ramos', 'email': 'juliana.ramos@gmail.com', 'cpf': '948.217.530-14', 'celular': '(51) 9224-76564', 'idade': '39', 'data_nascimento': '02/01/1983', 'data_cadastro': '22/02/2004', 'status': 'válido'}
{'nome': 'Mirella Viana', 'email': 'mirella.viana@gmail.com', 'cpf': '528.397.016-77', 'celular': '(51) 9671-08700', 'idade': '82', 'data_nascimento': '20/11/1939', 'data_cadastro': '04/10/2019', 'status': 'válido'}
{'nome': 'Thales Pires', 'email': 'thales.pires@gmail.com', 'cpf': '618.075.943-00', 'celular': '(11) 9882-93664', 'idade': '83', 'data_nascimento': '04/08/1938', 'data_cadastro': '21/08/1946', 'status': 'válido'}
{'nome': 'Elisa Rocha', 'email': 'elisa.rocha@gmail.com', 'cpf': '634.109.572-43', 'celular': '(61) 9707-07015', 'idade': '20', 'data_nascimento': '27/08/2001', 'data_cadastro': '15/10/2019', 'status': 'válido'}
{'nome': 'Enzo Gabriel Barbosa', 'email': 'enzo.barbosa@gmail.com', 'cpf': '169.208.573-59', 'celular': '(81) 9279-53833', 'idade': '30', 'data_nascimento': '24/12/1991', 'data_cadastro': '01/07/2003', 'status': 'válido'}
{'nome': 'Levi Moura', 'email': 'levi.moura@gmail.com', 'cpf': '769.281.504-67', 'celular': '(31) 9338-42044', 'idade': '50', 'data_nascimento': '02/12/1971', 'data_cadastro': '02/05/1987', 'status': 'válido'}
{'nome': 'Stella Silveira', 'email': 'stella.silveira@gmail.com', 'cpf': '014.985.273-88', 'celular': '(84) 9429-21194', 'idade': '45', 'data_nascimento': '10/08/1976', 'data_cadastro': '30/08/1999', 'status': 'válido'}
{'nome': 'Maria Clara Dias', 'email': 'maria.dias@gmail.com', 'cpf': '728.915.634-09', 'celular': '(71) 9667-63791', 'idade': '76', 'data_nascimento': '25/07/1945', 'data_cadastro': '05/04/2001', 'status': 'válido'}
{'nome': 'Bárbara da Conceição Silva', 'email': 'barbara.silva@gmail.com', 'cpf': '084.327.961-31', 'celular': '(31) 9384-99469', 'idade': '74', 'data_nascimento': '24/10/1947', 'data_cadastro': '19/09/1970', 'status': 'inválido', 'reason': ['Nome inválido: Bárbara da Conceição Silva - Correção: Precisa ter 25 ou menos caracteres']}
{'nome': 'Caio da Paz', 'email': 'caio.paz@gmail.com', 'cpf': '876.092.341-50', 'celular': '(61) 9070-76349', 'idade': '54', 'data_nascimento': '04/05/1967', 'data_cadastro': '01/12/1972', 'status': 'válido'}
{'nome': 'André da Rosa', 'email': 'andre.rosa@gmail.com', 'cpf': '762.034.915-43', 'celular': '(61) 9155-24998', 'idade': '64', 'data_nascimento': '12/03/1957', 'data_cadastro': '16/10/1966', 'status': 'válido'}
{'nome': 'Pedro Lucas da Cunha', 'email': 'pedro.cunha@gmail.com', 'cpf': '037.165.294-43', 'celular': '(84) 9954-18112', 'idade': '81', 'data_nascimento': '28/10/1940', 'data_cadastro': '27/10/2010', 'status': 'válido'}
{'nome': 'Letícia Nascimento', 'email': 'leticia.nascimento@gmail.com', 'cpf': '306.918.752-86', 'celular': '(31) 9210-56898', 'idade': '67', 'data_nascimento': '05/05/1954', 'data_cadastro': '17/07/2014', 'status': 'válido'}
{'nome': 'Leonardo Aragão', 'email': 'leonardo.aragao@gmail.com', 'cpf': '139.547.280-79', 'celular': '(51) 9846-68391', 'idade': '25', 'data_nascimento': '08/03/1996', 'data_cadastro': '23/04/2019', 'status': 'válido'}
{'nome': 'João Felipe Porto', 'email': 'joao.porto@gmail.com', 'cpf': '246.057.138-08', 'celular': '(51) 9848-55794', 'idade': '56', 'data_nascimento': '27/04/1965', 'data_cadastro': '30/05/1998', 'status': 'válido'}
{'nome': 'Alexia da Mata', 'email': 'alexia.mata@gmail.com', 'cpf': '219.453.806-24', 'celular': '(31) 9959-98648', 'idade': '49', 'data_nascimento': '26/09/1972', 'data_cadastro': '29/12/2001', 'status': 'válido'}
{'nome': 'Renan Pinto', 'email': 'renan.pinto@gmail.com', 'cpf': '170.236.954-43', 'celular': '(51) 9459-35884', 'idade': '23', 'data_nascimento': '12/12/1998', 'data_cadastro': '07/05/2000', 'status': 'válido'}
{'nome': 'Lucas Gabriel da Costa', 'email': 'lucas.costa@gmail.com', 'cpf': '503.492.716-07', 'celular': '(21) 9288-10437', 'idade': '34', 'data_nascimento': '20/07/1987', 'data_cadastro': '07/07/2011', 'status': 'válido'}
{'nome': 'Heitor Pereira da Luz', 'email': 'heitor.luz@gmail.com', 'cpf': '812.907.364-13', 'celular': '(51) 9071-62681', 'idade': '74', 'data_nascimento': '23/01/1948', 'data_cadastro': '25/11/2001', 'status': 'válido'}
{'nome': 'Agatha Lima', 'email': 'agatha.lima@gmail.com', 'cpf': '132.754.068-17', 'celular': '(61) 9824-94514', 'idade': '66', 'data_nascimento': '28/12/1955', 'data_cadastro': '23/06/1972', 'status': 'válido'}
{'nome': 'Bárbara Silva', 'email': 'barbara.silva@gmail.com', 'cpf': '587.463.092-92', 'celular': '(31) 9431-29698', 'idade': '42', 'data_nascimento': '17/08/1979', 'data_cadastro': '03/03/2020', 'status': 'válido'}
{'nome': 'Gabriel Ramos', 'email': 'gabriel.ramos@gmail.com', 'cpf': '152.490.687-58', 'celular': '(11) 9834-27406', 'idade': '52', 'data_nascimento': '30/05/1969', 'data_cadastro': '22/08/1971', 'status': 'válido'}
{'nome': 'Ana Vitória da Mota', 'email': 'ana.mota@gmail.com', 'cpf': '758.340.296-47', 'celular': '(31) 9925-27015', 'idade': '89', 'data_nascimento': '29/08/1932', 'data_cadastro': '22/07/1947', 'status': 'válido'}
{'nome': 'Maria Rocha', 'email': 'maria.rocha@gmail.com', 'cpf': '830.567.942-00', 'celular': '(61) 9115-15475', 'idade': '50', 'data_nascimento': '13/03/1971', 'data_cadastro': '18/01/1984', 'status': 'válido'}
{'nome': 'João Guilherme Rodrigues', 'email': 'joao.rodrigues@gmail.com', 'cpf': '927.014.538-79', 'celular': '(61) 9434-54547', 'idade': '70', 'data_nascimento': '22/06/1951', 'data_cadastro': '04/07/1992', 'status': 'válido'}
{'nome': 'Yago Silveira', 'email': 'yago.silveira@gmail.com', 'cpf': '483.572.609-00', 'celular': '(41) 9633-02910', 'idade': '64', 'data_nascimento': '15/07/1957', 'data_cadastro': '19/01/1961', 'status': 'válido'}
{'nome': 'Luiz Felipe Moreira', 'email': 'luiz.moreira@gmail.com', 'cpf': '351.068.427-35', 'celular': '(51) 9936-69583', 'idade': '20', 'data_nascimento': '02/11/2001', 'data_cadastro': '08/06/2007', 'status': 'válido'}
{'nome': 'Heitor Sales', 'email': 'heitor.sales@gmail.com', 'cpf': '965.720.413-52', 'celular': '(41) 9729-98715', 'idade': '56', 'data_nascimento': '27/11/1965', 'data_cadastro': '02/10/1989', 'status': 'válido'}
{'nome': 'Laura da Costa', 'email': 'laura.costa@gmail.com', 'cpf': '763.982.501-68', 'celular': '(21) 9202-84235', 'idade': '60', 'data_nascimento': '15/03/1961', 'data_cadastro': '01/03/2005', 'status': 'válido'}
{'nome': 'Yuri Nunes', 'email': 'yuri.nunes@gmail.com', 'cpf': '492.305.187-60', 'celular': '(84) 9182-64586', 'idade': '34', 'data_nascimento': '19/04/1987', 'data_cadastro': '24/11/2002', 'status': 'válido'}
{'nome': 'Rebeca Monteiro', 'email': 'rebeca.monteiro@gmail.com', 'cpf': '804.796.531-00', 'celular': '(84) 9100-83462', 'idade': '67', 'data_nascimento': '30/05/1954', 'data_cadastro': '22/06/1992', 'status': 'válido'}
{'nome': 'Danilo da Cruz', 'email': 'danilo.cruz@gmail.com', 'cpf': '952.608.347-47', 'celular': '(71) 9516-46716', 'idade': '62', 'data_nascimento': '09/11/1959', 'data_cadastro': '04/06/2003', 'status': 'válido'}
{'nome': 'Ana Silveira', 'email': 'ana.silveira@gmail.com', 'cpf': '673.850.421-71', 'celular': '(81) 9604-12096', 'idade': '26', 'data_nascimento': '18/10/1995', 'data_cadastro': '19/05/2013', 'status': 'válido'}
{'nome': 'Lorena Cardoso Nascimento', 'email': 'lorena.nascimento@gmail.com', 'cpf': '952.173.046-34', 'celular': '(11) 9253-05954', 'idade': '36', 'data_nascimento': '13/06/1985', 'data_cadastro': '19/03/1991', 'status': 'inválido', 'reason': ['Nome inválido: Lorena Cardoso Nascimento - Correção: Precisa ter 25 ou menos caracteres']}
{'nome': 'Bianca Barbosa', 'email': 'bianca.barbosa@gmail.com', 'cpf': '639.140.578-66', 'celular': '(31) 9027-72064', 'idade': '48', 'data_nascimento': '19/07/1973', 'data_cadastro': '24/12/1986', 'status': 'válido'}
{'nome': 'Carolina Vieira', 'email': 'carolina.vieira@gmail.com', 'cpf': '483.056.729-56', 'celular': '(51) 9748-70557', 'idade': '29', 'data_nascimento': '17/09/1992', 'data_cadastro': '30/06/2018', 'status': 'válido'}
{'nome': 'Luiz Miguel da Cruz', 'email': 'luiz.cruz@gmail.com', 'cpf': '321.495.086-05', 'celular': '(31) 9651-99404', 'idade': '18', 'data_nascimento': '27/01/2004', 'data_cadastro': '04/11/2015', 'status': 'válido'}
{'nome': 'Cauê Novaes', 'email': 'caue.novaes@gmail.com', 'cpf': '269.150.743-25', 'celular': '(51) 9930-65915', 'idade': '24', 'data_nascimento': '14/02/1998', 'data_cadastro': '29/05/1999', 'status': 'válido'}
{'nome': 'Theo Farias', 'email': 'theo.farias@gmail.com', 'cpf': '589.042.367-38', 'celular': '(31) 9405-88066', 'idade': '45', 'data_nascimento': '01/05/1976', 'data_cadastro': '16/10/2010', 'status': 'válido'}
{'nome': 'Amanda Nunes', 'email': 'amanda.nunes@gmail.com', 'cpf': '107.438.526-80', 'celular': '(51) 9651-76575', 'idade': '27', 'data_nascimento': '27/05/1994', 'data_cadastro': '02/02/2019', 'status': 'válido'}
{'nome': 'Brenda Campos', 'email': 'brenda.campos@gmail.com', 'cpf': '918.726.450-11', 'celular': '(84) 9978-05061', 'idade': '94', 'data_nascimento': '23/09/1927', 'data_cadastro': '14/01/1999', 'status': 'válido'}
{'nome': 'Pietra Cardoso', 'email': 'pietra.cardoso@gmail.com', 'cpf': '241.759.863-91', 'celular': '(11) 9961-04681', 'idade': '101', 'data_nascimento': '18/04/1985', 'data_cadastro': '02/07/2005', 'status': 'válido'}
{'nome': 'Pedro Henrique da Mata', 'email': 'pedro.mata@gmail.com', 'cpf': '391.054.728-14', 'celular': '(21) 9549-88900', 'idade': '50', 'data_nascimento': '17/08/1971', 'data_cadastro': '29/10/1991', 'status': 'válido'}
{'nome': 'Stephany da Mata', 'email': 'stephany.mata@gmail.com', 'cpf': '390.215.867-03', 'celular': '(11) 9197-93893', 'idade': '32', 'data_nascimento': '19/06/1989', 'data_cadastro': '14/09/2010', 'status': 'válido'}
{'nome': 'Kamilly Barros', 'email': 'kamilly.barros@gmail.com', 'cpf': '970.416.523-43', 'celular': '(11) 9696-03453', 'idade': '26', 'data_nascimento': '05/11/1995', 'data_cadastro': '13/12/2019', 'status': 'válido'}
{'nome': 'Fernando Cunha', 'email': 'fernando.cunha@gmail.com', 'cpf': '637.250.918-03', 'celular': '(84) 9511-23635', 'idade': '59', 'data_nascimento': '14/02/1963', 'data_cadastro': '11/12/2011', 'status': 'válido'}
{'nome': 'Sophia da Mata', 'email': 'sophia.mata@gmail.com', 'cpf': '653.127.480-80', 'celular': '(51) 9781-98921', 'idade': '80', 'data_nascimento': '18/09/1941', 'data_cadastro': '30/06/1999', 'status': 'válido'}
{'nome': 'Lívia Freitas', 'email': 'livia.freitas@gmail.com', 'cpf': '046.851.932-70', 'celular': '(41) 9857-75014', 'idade': '30', 'data_nascimento': '08/06/1991', 'data_cadastro': '29/01/2020', 'status': 'válido'}
{'nome': 'Isadora Araújo', 'email': 'isadora.araujo@gmail.com', 'cpf': '297.358.014-50', 'celular': '(61) 9744-40321', 'idade': '86', 'data_nascimento': '22/02/1936', 'data_cadastro': '26/05/1942', 'status': 'válido'}
{'nome': 'Bárbara Fernandes', 'email': 'barbara.fernandes@gmail.com', 'cpf': '219.536.807-12', 'celular': '(41) 9965-73390', 'idade': '81', 'data_nascimento': '21/08/1940', 'data_cadastro': '05/08/1946', 'status': 'válido'}
{'nome': 'Nicolas Fernandes', 'email': 'nicolas.fernandes@gmail.com', 'cpf': '283.476.950-83', 'celular': '(31) 9942-35720', 'idade': '92', 'data_nascimento': '22/08/1929', 'data_cadastro': '05/03/1957', 'status': 'válido'}
{'nome': 'Francisco Caldeira', 'email': 'francisco.caldeira@gmail.com', 'cpf': '421.658.973-19', 'celular': '(84) 9023-49228', 'idade': '77', 'data_nascimento': '26/06/1944', 'data_cadastro': '22/09/1955', 'status': 'válido'}
{'nome': 'Luiz Otávio Teixeira', 'email': 'luiz.teixeira@gmail.com', 'cpf': '965.028.731-03', 'celular': '(81) 9982-55051', 'idade': '45', 'data_nascimento': '14/10/1976', 'data_cadastro': '08/05/2010', 'status': 'válido'}
{'nome': 'Rafael Almeida', 'email': 'Milena.almeida@gmail.com', 'cpf': '513.764.908-20', 'celular': '(71) 9091-14586', 'idade': '74', 'data_nascimento': '23/11/1947', 'data_cadastro': '13/08/2009', 'status': 'inválido', 'reason': ['E-mail inválido: Milena.almeida@gmail.com - Correção: Precisa estar no formato (primeiroNome.últimoNome@gmail.com) - Sugestão: rafael.almeida@gmail.com']}
{'nome': 'Maria Vitória Santos', 'email': 'maria.santos@gmail.com', 'cpf': '743.958.621-28', 'celular': '(51) 9427-79416', 'idade': '22', 'data_nascimento': '24/04/1999', 'data_cadastro': '23/09/2017', 'status': 'válido'}
{'nome': 'João Gabriel Jesus', 'email': 'joao.jesus@gmail.com', 'cpf': '908.623.471-22', 'celular': '(31) 9907-53163', 'idade': '40', 'data_nascimento': '21/10/1981', 'data_cadastro': '26/11/2007', 'status': 'válido'}
{'nome': 'Nina Gonçalves', 'email': 'nina.goncalves@gmail.com', 'cpf': '860.425.317-35', 'celular': '(51) 9186-26595', 'idade': '94', 'data_nascimento': '07/02/1928', 'data_cadastro': '04/05/1944', 'status': 'válido'}
{'nome': 'Emanuel Nogueira', 'email': 'emanuel.nogueira@gmail.com', 'cpf': '296.851.034-70', 'celular': '(41) 9703-48503', 'idade': '56', 'data_nascimento': '19/03/1965', 'data_cadastro': '14/04/2011', 'status': 'válido'}
{'nome': 'Laura da Rocha', 'email': 'laura.rocha@gmail.com', 'cpf': '532.681.904-05', 'celular': '(71) 9905-85466', 'idade': '71', 'data_nascimento': '14/11/1950', 'data_cadastro': '12/10/1991', 'status': 'válido'}
{'nome': 'Letícia Lopes', 'email': 'leticia.lopes@gmail.com', 'cpf': '814.537.062-08', 'celular': '(61) 9525-20369', 'idade': '86', 'data_nascimento': '12/03/1935', 'data_cadastro': '13/06/2001', 'status': 'válido'}
{'nome': 'João Felipe Martins Costela', 'email': 'joao.costela@gmail.com', 'cpf': '734.865.102-07', 'celular': '(61) 9305-05005', 'idade': '87', 'data_nascimento': '27/05/1934', 'data_cadastro': '04/07/1985', 'status': 'inválido', 'reason': ['Nome inválido: João Felipe Martins Costela - Correção: Precisa ter 25 ou menos caracteres']}
{'nome': 'Elisa Nunes', 'email': 'elisa.nunes@gmail.com', 'cpf': '701.845.392-50', 'celular': '(41) 9402-21746', 'idade': '47', 'data_nascimento': '11/01/1975', 'data_cadastro': '10/02/1979', 'status': 'válido'}
{'nome': 'Nathan Ribeiro', 'email': 'nathan.ribeiro@gmail.com', 'cpf': '873.620.914-78', 'celular': '(71) 9345-91515', 'idade': '18', 'data_nascimento': '29/11/2003', 'data_cadastro': '12/04/2006', 'status': 'válido'}
{'nome': 'Rodrigo Melo', 'email': 'rodrigo.melo@gmail.com', 'cpf': '951.476.280-02', 'celular': '(31) 9483-70958', 'idade': '38', 'data_nascimento': '29/11/1983', 'data_cadastro': '23/10/1991', 'status': 'válido'}
{'nome': 'Ana Laura Cardoso Almeida', 'email': 'ana.almeida@gmail.com', 'cpf': '791.356.824-00', 'celular': '(61) 9733-25945', 'idade': '87', 'data_nascimento': '08/02/1935', 'data_cadastro': '28/07/1972', 'status': 'inválido', 'reason': ['Nome inválido: Ana Laura Cardoso Almeida - Correção: Precisa ter 25 ou menos caracteres']}
{'nome': 'Ana Lívia Porto', 'email': 'ana.porto@gmail.com', 'cpf': '912.587.640-67', 'celular': '(31) 9499-84146', 'idade': '37', 'data_nascimento': '20/10/1984', 'data_cadastro': '04/09/2001', 'status': 'válido'}
{'nome': 'Vitória Pinto', 'email': 'vitoria.pinto@gmail.com', 'cpf': '801.259.467-67', 'celular': '(21) 9435-92954', 'idade': '35', 'data_nascimento': '26/03/1986', 'data_cadastro': '09/09/2003', 'status': 'válido'}
{'nome': 'Emanuelly Cardoso', 'email': 'emanuelly.cardoso@gmail.com', 'cpf': '374.806.521-35', 'celular': '(41) 9203-05915', 'idade': '76', 'data_nascimento': '04/06/1945', 'data_cadastro': '03/06/1996', 'status': 'válido'}
{'nome': 'Antônio Rodrigues', 'email': 'antonio.rodrigues@gmail.com', 'cpf': '471.052.869-11', 'celular': '(51) 9105-75393', 'idade': '49', 'data_nascimento': '14/10/1972', 'data_cadastro': '30/05/1989', 'status': 'válido'}
{'nome': 'Cauê Ferreira', 'email': 'caue.ferreira@gmail.com', 'cpf': '870.426.519-01', 'celular': '(31) 9110-22431', 'idade': '27', 'data_nascimento': '12/02/1995', 'data_cadastro': '16/06/2020', 'status': 'válido'}
{'nome': 'Yuri Cardoso', 'email': 'yuri.cardoso@gmail.com', 'cpf': '891.024.635-98', 'celular': '(41) 9013-92689', 'idade': '78', 'data_nascimento': '17/11/1943', 'data_cadastro': '19/02/1981', 'status': 'válido'}
{'nome': 'Valentina Aragão Almeida', 'email': 'valentina.almeida@gmail.com', 'cpf': '910.672.584-85', 'celular': '(61) 9414-54855', 'idade': '97', 'data_nascimento': '28/01/1925', 'data_cadastro': '04/07/2020', 'status': 'válido'}
{'nome': 'Maysa Porto', 'email': 'maysa.porto@gmail.com', 'cpf': '026.154.897-20', 'celular': '(21) 9363-82474', 'idade': '69', 'data_nascimento': '28/08/1952', 'data_cadastro': '28/07/1973', 'status': 'válido'}
{'nome': 'Maria Cecília Moraes', 'email': 'maria.moraes@gmail.com', 'cpf': '842.305.617-17', 'celular': '(11) 9567-42120', 'idade': '102', 'data_nascimento': '07/10/1919', 'data_cadastro': '30/09/1975', 'status': 'válido'}
{'nome': 'Eduardo Pires', 'email': 'eduardo.pires@gmail.com', 'cpf': '480.673.591-48', 'celular': '(71) 9164-51335', 'idade': '74', 'data_nascimento': '30/05/1947', 'data_cadastro': '11/06/2017', 'status': 'válido'}
{'nome': 'Rafaela Martins', 'email': 'rafaela.martins@gmail.com', 'cpf': '891.306.745-57', 'celular': '(84) 9695-71021', 'idade': '21', 'data_nascimento': '27/03/2000', 'data_cadastro': '30/03/2009', 'status': 'válido'}
{'nome': 'Heitor Lima Rodrigues', 'email': 'heitor.rodrigues@gmail.com', 'cpf': '056.347.289-83', 'celular': '(11) 9426-23800', 'idade': '85', 'data_nascimento': '29/11/1936', 'data_cadastro': '08/04/1953', 'status': 'válido'}
{'nome': 'Alícia Almeida Martins', 'email': 'alicia.martins@gmail.com', 'cpf': '162.583.749-64', 'celular': '(61) 9420-26850', 'idade': '20', 'data_nascimento': '16/01/2002', 'data_cadastro': '16/07/2005', 'status': 'válido'}
{'nome': 'Raul Dias', 'email': 'raul.dias@gmail.com', 'cpf': '548.079.632-10', 'celular': '(41) 9437-27236', 'idade': '50', 'data_nascimento': '31/12/1971', 'data_cadastro': '16/08/1993', 'status': 'válido'}
{'nome': 'Raquel Teixeira', 'email': 'raquel.teixeira@gmail.com', 'cpf': '812*750.639-77', 'celular': '(71) 9456-16826', 'idade': '38', 'data_nascimento': '02/08/1983', 'data_cadastro': '06/09/1987', 'status': 'válido'}
{'nome': 'Vitor Hugo Costa', 'email': 'vitor.costa@gmail.com', 'cpf': '893.152.670-95', 'celular': '(51) 9445-41873', 'idade': '41', 'data_nascimento': '22/04/1980', 'data_cadastro': '22/10/1985', 'status': 'válido'}
{'nome': 'Juan Gomes Moreira', 'email': 'juan.moreira@gmail.com', 'cpf': '105.982.467-11', 'celular': '(21) 9385-91603', 'idade': '31', 'data_nascimento': '15/12/1990', 'data_cadastro': '23/11/2011', 'status': 'válido'}
{'nome': 'Ana Laura Vieira', 'email': 'ana.vieira@gmail.com', 'cpf': '574.936.821-19', 'celular': '(11) 9306-90593', 'idade': '64', 'data_nascimento': '14/01/1958', 'data_cadastro': '12/01/2001', 'status': 'válido'}
{'nome': 'Fernando da Rosa', 'email': 'fernando.rosa@gmail.com', 'cpf': '609.547.812-01', 'celular': '(84) 9607-35097', 'idade': '42', 'data_nascimento': '10/03/1979', 'data_cadastro': '03/01/1997', 'status': 'válido'}
{'nome': 'Lara Alves', 'email': 'lara.alves@gmail.com', 'cpf': '629.830.751-68', 'celular': '(41) 9402-55548', 'idade': '83', 'data_nascimento': '27/03/1938', 'data_cadastro': '03/12/1986', 'status': 'válido'}
{'nome': 'Bruna Melo Sales', 'email': 'bruna.sales@gmail.com', 'cpf': '758.643.219-82', 'celular': '(51) 9679-62596', 'idade': '61', 'data_nascimento': '13/10/1960', 'data_cadastro': '14/01/1999', 'status': 'válido'}
